tea_id,tea_name,efficacies,efficacies_korean,score_average,score_count
80,마테차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAQ""}, {""efficacy_id"": ""AAAS""}, {""efficacy_id"": ""AABQ""}, {""efficacy_id"": ""AABY""}, {""efficacy_id"": ""AACR""}, {""efficacy_id"": ""AACV""}, {""efficacy_id"": ""AACZ""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADR""}, {""efficacy_id"": ""AADH""}, {""efficacy_id"": ""AADK""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""다이어트""}, {""efficacy_name"": ""돌연변이억제""}, {""efficacy_name"": ""수렴작용""}, {""efficacy_name"": ""신진대사촉진""}, {""efficacy_name"": ""진정작용""}, {""efficacy_name"": ""체내의중금속제거""}, {""efficacy_name"": ""콜레스테롤수치감소""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""혈관노폐물제거""}, {""efficacy_name"": ""항바이러스""}, {""efficacy_name"": ""항산화작용""}]",4.94,505
81,자두차,"[{""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AAAR""}, {""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AADE""}, {""efficacy_id"": ""AADF""}]","[{""efficacy_name"": ""감기예방""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""당뇨병예방""}, {""efficacy_name"": ""변비개선장운동""}, {""efficacy_name"": ""피로회복""}, {""efficacy_name"": ""피부미용노화방지""}]",4.33,1096
82,자몽차,"[{""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AABH""}, {""efficacy_id"": ""AABS""}, {""efficacy_id"": ""AADE""}, {""efficacy_id"": ""AADF""}]","[{""efficacy_name"": ""감기예방""}, {""efficacy_name"": ""고혈압혈압강하""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""변비개선장운동""}, {""efficacy_name"": ""뼈튼튼""}, {""efficacy_name"": ""숙취해소""}, {""efficacy_name"": ""피로회복""}, {""efficacy_name"": ""피부미용노화방지""}]",4.34,126
83,자색옥수수차,"[{""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AAAQ""}, {""efficacy_id"": ""AAAR""}, {""efficacy_id"": ""AABG""}, {""efficacy_id"": ""AABH""}, {""efficacy_id"": ""AABL""}, {""efficacy_id"": ""AABM""}, {""efficacy_id"": ""AABP""}, {""efficacy_id"": ""AABT""}, {""efficacy_id"": ""AABV""}, {""efficacy_id"": ""AACE""}, {""efficacy_id"": ""AACY""}, {""efficacy_id"": ""AACZ""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADN""}]","[{""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""다이어트""}, {""efficacy_name"": ""당뇨병예방""}, {""efficacy_name"": ""빈혈예방""}, {""efficacy_name"": ""뼈튼튼""}, {""efficacy_name"": ""성장촉진""}, {""efficacy_name"": ""세포손상방지""}, {""efficacy_name"": ""소화불량해소""}, {""efficacy_name"": ""스트레스완화""}, {""efficacy_name"": ""신경세포강화""}, {""efficacy_name"": ""심혈관질환예방""}, {""efficacy_name"": ""치매예방""}, {""efficacy_name"": ""콜레스테롤수치감소""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""항우울""}]",3.45,499
84,자스민차,"[{""efficacy_id"": ""AAAK""}, {""efficacy_id"": ""AABW""}, {""efficacy_id"": ""AACF""}, {""efficacy_id"": ""AADR""}]","[{""efficacy_name"": ""기관지건강""}, {""efficacy_name"": ""신경완화""}, {""efficacy_name"": ""여성건강""}, {""efficacy_name"": ""혈관노폐물제거""}]",3.73,767
85,깻잎차,"[{""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AAAV""}, {""efficacy_id"": ""AABB""}, {""efficacy_id"": ""AABG""}, {""efficacy_id"": ""AABJ""}, {""efficacy_id"": ""AABW""}, {""efficacy_id"": ""AADD""}, {""efficacy_id"": ""AADF""}]","[{""efficacy_name"": ""감기예방""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""류마티즘""}, {""efficacy_name"": ""복부통증완화""}, {""efficacy_name"": ""빈혈예방""}, {""efficacy_name"": ""설사""}, {""efficacy_name"": ""신경완화""}, {""efficacy_name"": ""통증완화""}, {""efficacy_name"": ""피부미용노화방지""}]",4.87,263
86,작두콩차,"[{""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AAAQ""}, {""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AABF""}, {""efficacy_id"": ""AABK""}]","[{""efficacy_name"": ""고혈압혈압강하""}, {""efficacy_name"": ""다이어트""}, {""efficacy_name"": ""변비개선장운동""}, {""efficacy_name"": ""비염""}, {""efficacy_name"": ""성인병예방""}]",3.94,840
87,작약차,"[{""efficacy_id"": ""AAAE""}, {""efficacy_id"": ""AAAL""}, {""efficacy_id"": ""AACG""}, {""efficacy_id"": ""AACK""}, {""efficacy_id"": ""AACS""}, {""efficacy_id"": ""AADL""}, {""efficacy_id"": ""AADM""}, {""efficacy_id"": ""AADQ""}]","[{""efficacy_name"": ""거담작용""}, {""efficacy_name"": ""기력회복""}, {""efficacy_name"": ""월경증후군개선""}, {""efficacy_name"": ""이뇨작용""}, {""efficacy_name"": ""진통및생리통완화""}, {""efficacy_name"": ""항암작용""}, {""efficacy_name"": ""항염작용""}, {""efficacy_name"": ""향균작용""}",3.08,1293
88,잔대차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAK""}, {""efficacy_id"": ""AAAR""}, {""efficacy_id"": ""AABH""}, {""efficacy_id"": ""AABI""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADO""}, {""efficacy_id"": ""AADR""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""기관지건강""}, {""efficacy_name"": ""당뇨병예방""}, {""efficacy_name"": ""뼈튼튼""}, {""efficacy_name"": ""산후통""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""해독작용""}, {""efficacy_name"": ""혈관노폐물제거""}]",3.91,616
89,장미차,"[{""efficacy_id"": ""AAAO""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AABW""}, {""efficacy_id"": ""AACA""}, {""efficacy_id"": ""AADE""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADT""}]","[{""efficacy_name"": ""뇌혈관질환예방""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""신경완화""}, {""efficacy_name"": ""심신안정""}, {""efficacy_name"": ""피로회복""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""혈액순환""}]",3.04,153
90,지황차,"[{""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AADM""}]","[{""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""변비개선장운동""}, {""efficacy_name"": ""항염작용""}]",2.19,1294
91,진피차,"[{""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AAAN""}, {""efficacy_id"": ""AAAQ""}, {""efficacy_id"": ""AABS""}, {""efficacy_id"": ""AACH""}, {""efficacy_id"": ""AACI""}, {""efficacy_id"": ""AACU""}, {""efficacy_id"": ""AADE""}, {""efficacy_id"": ""AADF""}]","[{""efficacy_name"": ""감기예방""}, {""efficacy_name"": ""기침구토개선""}, {""efficacy_name"": ""다이어트""}, {""efficacy_name"": ""숙취해소""}, {""efficacy_name"": ""위장기능강화""}, {""efficacy_name"": ""유방암예방""}, {""efficacy_name"": ""천식""}, {""efficacy_name"": ""피로회복""}, {""efficacy_name"": ""피부미용노화방지""}]",3.45,1468
92,참깨차,"[{""efficacy_id"": ""AAAB""}, {""efficacy_id"": ""AAAL""}, {""efficacy_id"": ""AAAQ""}, {""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AACJ""}, {""efficacy_id"": ""AACY""}, {""efficacy_id"": ""AACY""}, {""efficacy_id"": ""AADA""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADR""}, {""efficacy_id"": ""AADT""}]","[{""efficacy_name"": ""간에좋음""}, {""efficacy_name"": ""기력회복""}, {""efficacy_name"": ""다이어트""}, {""efficacy_name"": ""변비개선장운동""}, {""efficacy_name"": ""유해한과산화지질분해""}, {""efficacy_name"": ""치매예방""}, {""efficacy_name"": ""치매예방""}, {""efficacy_name"": ""탈모""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""혈관노폐물제거""}, {""efficacy_name"": ""혈액순환""}]",4.55,134
93,참외차,"[{""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AADE""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADM""}]","[{""efficacy_name"": ""감기예방""}, {""efficacy_name"": ""피로회복""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""항염작용""}]",3.69,155
94,창포차,"[{""efficacy_id"": ""AAAD""}, {""efficacy_id"": ""AAAM""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AABW""}, {""efficacy_id"": ""AACG""}, {""efficacy_id"": ""AACT""}]","[{""efficacy_name"": ""강심작용""}, {""efficacy_name"": ""기억력상승""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""신경완화""}, {""efficacy_name"": ""월경증후군개선""}, {""efficacy_name"": ""집중력강화""}]",4.25,1310
95,치자차,"[{""efficacy_id"": ""AAAB""}, {""efficacy_id"": ""AAAI""}, {""efficacy_id"": ""AAAK""}, {""efficacy_id"": ""AABD""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADP""}, {""efficacy_id"": ""AADR""}]","[{""efficacy_name"": ""간에좋음""}, {""efficacy_name"": ""관절염""}, {""efficacy_name"": ""기관지건강""}, {""efficacy_name"": ""불면증예방""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""해열""}, {""efficacy_name"": ""혈관노폐물제거""}]",3.05,390
96,엔다이브차,"[{""efficacy_id"": ""AAAB""}, {""efficacy_id"": ""AAAM""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AAAR""}, {""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AABG""}, {""efficacy_id"": ""AABH""}, {""efficacy_id"": ""AACG""}, {""efficacy_id"": ""AACH""}, {""efficacy_id"": ""AADA""}, {""efficacy_id"": ""AADR""}]","[{""efficacy_name"": ""간에좋음""}, {""efficacy_name"": ""기억력상승""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""당뇨병예방""}, {""efficacy_name"": ""변비개선장운동""}, {""efficacy_name"": ""빈혈예방""}, {""efficacy_name"": ""뼈튼튼""}, {""efficacy_name"": ""월경증후군개선""}, {""efficacy_name"": ""위장기능강화""}, {""efficacy_name"": ""탈모""}, {""efficacy_name"": ""혈관노폐물제거""}]",2.78,1296
97,카카오닙스차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAQ""}, {""efficacy_id"": ""AAAS""}, {""efficacy_id"": ""AAAW""}, {""efficacy_id"": ""AABQ""}, {""efficacy_id"": ""AACE""}, {""efficacy_id"": ""AACR""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADH""}, {""efficacy_id"": ""AADK""}, {""efficacy_id"": ""AADV""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""다이어트""}, {""efficacy_name"": ""돌연변이억제""}, {""efficacy_name"": ""면역기능상승""}, {""efficacy_name"": ""수렴작용""}, {""efficacy_name"": ""심혈관질환예방""}, {""efficacy_name"": ""진정작용""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""항바이러스""}, {""efficacy_name"": ""항산화작용""}, {""efficacy_name"": ""활성산소제거""}]",3.62,1227
98,카모마일차,"[{""efficacy_id"": ""AAAJ""}, {""efficacy_id"": ""AAAM""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AAAR""}, {""efficacy_id"": ""AABD""}, {""efficacy_id"": ""AABG""}, {""efficacy_id"": ""AABT""}, {""efficacy_id"": ""AACG""}, {""efficacy_id"": ""AACY""}, {""efficacy_id"": ""AACY""}]","[{""efficacy_name"": ""구취제거""}, {""efficacy_name"": ""기억력상승""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""당뇨병예방""}, {""efficacy_name"": ""불면증예방""}, {""efficacy_name"": ""빈혈예방""}, {""efficacy_name"": ""스트레스완화""}, {""efficacy_name"": ""월경증후군개선""}, {""efficacy_name"": ""치매예방""}, {""efficacy_name"": ""치매예방""}",3.73,357
99,탱자차,"[{""efficacy_id"": ""AADK""}, {""efficacy_id"": ""AADM""}, {""efficacy_id"": ""AADR""}]","[{""efficacy_name"": ""항산화작용""}, {""efficacy_name"": ""항염작용""}, {""efficacy_name"": ""혈관노폐물제거""}]",3.32,908
100,한차,"[{""efficacy_id"": ""AAAL""}, {""efficacy_id"": ""AAAR""}, {""efficacy_id"": ""AAAT""}, {""efficacy_id"": ""AAAZ""}, {""efficacy_id"": ""AABG""}, {""efficacy_id"": ""AABH""}, {""efficacy_id"": ""AABK""}, {""efficacy_id"": ""AABP""}, {""efficacy_id"": ""AABR""}, {""efficacy_id"": ""AABW""}, {""efficacy_id"": ""AABX""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADJ""}, {""efficacy_id"": ""AADL""}]","[{""efficacy_name"": ""기력회복""}, {""efficacy_name"": ""당뇨병예방""}, {""efficacy_name"": ""동맥경화억제""}, {""efficacy_name"": ""백내장예방""}, {""efficacy_name"": ""빈혈예방""}, {""efficacy_name"": ""뼈튼튼""}, {""efficacy_name"": ""성인병예방""}, {""efficacy_name"": ""소화불량해소""}, {""efficacy_name"": ""수족냉증개선""}, {""efficacy_name"": ""신경완화""}, {""efficacy_name"": ""신경장애방지""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""항불임""}, {""efficacy_name"": ""항암작용""}]",2.9,1111
101,포도차,"[{""efficacy_id"": ""AAAB""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AAAW""}, {""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AACE""}, {""efficacy_id"": ""AACX""}, {""efficacy_id"": ""AACY""}, {""efficacy_id"": ""AACY""}, {""efficacy_id"": ""AADE""}, {""efficacy_id"": ""AADL""}]","[{""efficacy_name"": ""간에좋음""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""면역기능상승""}, {""efficacy_name"": ""변비개선장운동""}, {""efficacy_name"": ""심혈관질환예방""}, {""efficacy_name"": ""충치예방""}, {""efficacy_name"": ""치매예방""}, {""efficacy_name"": ""치매예방""}, {""efficacy_name"": ""피로회복""}, {""efficacy_name"": ""항암작용""}]",3.24,343
102,호두차,"[{""efficacy_id"": ""AAAM""}, {""efficacy_id"": ""AAAT""}, {""efficacy_id"": ""AABH""}, {""efficacy_id"": ""AABM""}, {""efficacy_id"": ""AACE""}, {""efficacy_id"": ""AACG""}, {""efficacy_id"": ""AADA""}, {""efficacy_id"": ""AADF""}]","[{""efficacy_name"": ""기억력상승""}, {""efficacy_name"": ""동맥경화억제""}, {""efficacy_name"": ""뼈튼튼""}, {""efficacy_name"": ""세포손상방지""}, {""efficacy_name"": ""심혈관질환예방""}, {""efficacy_name"": ""월경증후군개선""}, {""efficacy_name"": ""탈모""}, {""efficacy_name"": ""피부미용노화방지""}]",4.99,1095
103,홍삼차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAR""}, {""efficacy_id"": ""AAAS""}, {""efficacy_id"": ""AABH""}, {""efficacy_id"": ""AABQ""}, {""efficacy_id"": ""AACR""}, {""efficacy_id"": ""AACV""}, {""efficacy_id"": ""AADE""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADH""}, {""efficacy_id"": ""AADK""}, {""efficacy_id"": ""AADT""}, {""efficacy_id"": ""AADV""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""당뇨병예방""}, {""efficacy_name"": ""돌연변이억제""}, {""efficacy_name"": ""뼈튼튼""}, {""efficacy_name"": ""수렴작용""}, {""efficacy_name"": ""진정작용""}, {""efficacy_name"": ""체내의중금속제거""}, {""efficacy_name"": ""피로회복""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""항바이러스""}, {""efficacy_name"": ""항산화작용""}, {""efficacy_name"": ""혈액순환""}, {""efficacy_name"": ""활성산소제거""}]",4.66,579
104,황기차,"[{""efficacy_id"": ""AAAE""}, {""efficacy_id"": ""AAAM""}, {""efficacy_id"": ""AAAW""}, {""efficacy_id"": ""AACG""}, {""efficacy_id"": ""AADD""}, {""efficacy_id"": ""AADL""}, {""efficacy_id"": ""AADM""}, {""efficacy_id"": ""AADO""}, {""efficacy_id"": ""AADQ""}]","[{""efficacy_name"": ""거담작용""}, {""efficacy_name"": ""기억력상승""}, {""efficacy_name"": ""면역기능상승""}, {""efficacy_name"": ""월경증후군개선""}, {""efficacy_name"": ""통증완화""}, {""efficacy_name"": ""항암작용""}, {""efficacy_name"": ""항염작용""}, {""efficacy_name"": ""해독작용""}, {""efficacy_name"": ""향균작용""}]",3.66,238
105,후박차,"[{""efficacy_id"": ""AAAK""}, {""efficacy_id"": ""AABP""}, {""efficacy_id"": ""AACH""}, {""efficacy_id"": ""AADK""}, {""efficacy_id"": ""AADQ""}]","[{""efficacy_name"": ""기관지건강""}, {""efficacy_name"": ""소화불량해소""}, {""efficacy_name"": ""위장기능강화""}, {""efficacy_name"": ""항산화작용""}, {""efficacy_name"": ""향균작용""}]",4.87,1456
106,호박차,"[{""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AAAR""}, {""efficacy_id"": ""AABE""}, {""efficacy_id"": ""AABH""}, {""efficacy_id"": ""AABM""}, {""efficacy_id"": ""AACE""}, {""efficacy_id"": ""AACP""}, {""efficacy_id"": ""AADF""}]","[{""efficacy_name"": ""감기예방""}, {""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""고혈압혈압강하""}, {""efficacy_name"": ""당뇨병예방""}, {""efficacy_name"": ""붓기완화""}, {""efficacy_name"": ""뼈튼튼""}, {""efficacy_name"": ""세포손상방지""}, {""efficacy_name"": ""심혈관질환예방""}, {""efficacy_name"": ""중풍예방""}, {""efficacy_name"": ""피부미용노화방지""}]",3.84,1487
107,헛개차,"[{""efficacy_id"": ""AAAB""}, {""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AABS""}, {""efficacy_id"": ""AACK""}, {""efficacy_id"": ""AADE""}]","[{""efficacy_name"": ""간에좋음""}, {""efficacy_name"": ""고혈압혈압강하""}, {""efficacy_name"": ""숙취해소""}, {""efficacy_name"": ""이뇨작용""}, {""efficacy_name"": ""피로회복""}]",3.11,382
108,현미차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AAAM""}, {""efficacy_id"": ""AAAQ""}, {""efficacy_id"": ""AAAR""}, {""efficacy_id"": ""AAAT""}, {""efficacy_id"": ""AAAZ""}, {""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AABK""}, {""efficacy_id"": ""AABS""}, {""efficacy_id"": ""AABX""}, {""efficacy_id"": ""AACG""}, {""efficacy_id"": ""AACJ""}, {""efficacy_id"": ""AACN""}, {""efficacy_id"": ""AADA""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADJ""}, {""efficacy_id"": ""AADL""}, {""efficacy_id"": ""AADO""}, {""efficacy_id"": ""AADW""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""고혈압혈압강하""}, {""efficacy_name"": ""기억력상승""}, {""efficacy_name"": ""다이어트""}, {""efficacy_name"": ""당뇨병예방""}, {""efficacy_name"": ""동맥경화억제""}, {""efficacy_name"": ""백내장예방""}, {""efficacy_name"": ""변비개선장운동""}, {""efficacy_name"": ""성인병예방""}, {""efficacy_name"": ""숙취해소""}, {""efficacy_name"": ""신경장애방지""}, {""efficacy_name"": ""월경증후군개선""}, {""efficacy_name"": ""유해한과산화지질분해""}, {""efficacy_name"": ""입덧완화""}, {""efficacy_name"": ""탈모""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""항불임""}, {""efficacy_name"": ""항암작용""}, {""efficacy_name"": ""해독작용""}, {""efficacy_name"": ""효소활성화""}]",3.72,447
109,히비스커스차,"[{""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AAAT""}, {""efficacy_id"": ""AAAW""}, {""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AABG""}, {""efficacy_id"": ""AABL""}, {""efficacy_id"": ""AABT""}, {""efficacy_id"": ""AABV""}, {""efficacy_id"": ""AACE""}, {""efficacy_id"": ""AADE""}, {""efficacy_id"": ""AADF""}]","[{""efficacy_name"": ""감기예방""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""동맥경화억제""}, {""efficacy_name"": ""면역기능상승""}, {""efficacy_name"": ""변비개선장운동""}, {""efficacy_name"": ""빈혈예방""}, {""efficacy_name"": ""성장촉진""}, {""efficacy_name"": ""스트레스완화""}, {""efficacy_name"": ""신경세포강화""}, {""efficacy_name"": ""심혈관질환예방""}, {""efficacy_name"": ""피로회복""}, {""efficacy_name"": ""피부미용노화방지""}]",3.36,1311
110,검정콩차,"[{""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AAAT""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADO""}, {""efficacy_id"": ""AADP""}, {""efficacy_id"": ""AADE""}]","고혈압 혈압 강하, 피부 미용, 노화 방지, 피로회복, 동맥경화 억제, 해독 작용, 시력 개선, 해열",3.08,1050
111,냉이차,"[{""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AABP""}, {""efficacy_id"": ""AACK""}, {""efficacy_id"": ""AACQ""}, {""efficacy_id"": ""AADP""}]","고혈압 혈압 강하, 시력 개선, 지혈, 해열, 이뇨 작용, 소화불량 해소",3.08,588
112,다래차,"[{""efficacy_id"": ""AAAI""}, {""efficacy_id"": ""AAAV""}, {""efficacy_id"": ""AABP""}, {""efficacy_id"": ""AADP""}, {""efficacy_id"": ""AADO""}, {""efficacy_id"": ""AADL""}]","관절염, 류마티즘, 소화불량 해소, 해열, 해독 작용, 항암 작용",4.71,1044
113,다시마차,"[{""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AAAE""}, {""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AAAR""}, {""efficacy_id"": ""AAAD""}, {""efficacy_id"": ""AAAT""}, {""efficacy_id"": ""AABG""}, {""efficacy_id"": ""AACK""}]","고혈압 혈압 강하, 거담 작용, 감기 예방, 당뇨병 예방, 강심 작용, 동맥경화 억제, 이뇨 작용, 빈혈 예방",3.38,916
114,도라지차,"[{""efficacy_id"": ""AAAE""}, {""efficacy_id"": ""AABB""}, {""efficacy_id"": ""AAAK""}, {""efficacy_id"": ""AABP""}, {""efficacy_id"": ""AADP""}]","거담 작용, 해열, 소화불량 해소, 복부 통증 완화, 기관지 건강",3.25,717
115,도토리차,"[{""efficacy_id"": ""AACK""}, {""efficacy_id"": ""AACL""}, {""efficacy_id"": ""AACQ""}]","지혈, 이뇨작용, 인후통",3.91,924
116,들국화차,"[{""efficacy_id"": ""AABO""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AAAU""}, {""efficacy_id"": ""AABS""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADP""}]","소염 작용, 시력 개선, 고혈압 혈압 강하, 두통, 피부 미용, 노화 방지, 해열, 숙취 해소",3.25,495
117,만삼차,"[{""efficacy_id"": ""AADE""}, {""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AAAE""}]","거담 작용, 고혈압 혈압 강하, 피로회복, 식욕 증진",4.57,1370
118,뽕잎차,"[{""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AAAU""}, {""efficacy_id"": ""AAAL""}, {""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AABB""}, {""efficacy_id"": ""AABG""}, {""efficacy_id"": ""AAAE""}, {""efficacy_id"": ""AACK""}]","시력 증진, 두통, 기력 회복, 고혈압 혈압 강하, 복부 통증 완화, 빈혈 예방, 거담 작용, 이뇨 작용",3.67,536
119,산딸기차,"[{""efficacy_id"": ""AAAL""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AADF""}]","기력 회복, 피부 미용, 노화 방지, 시력 개선",3.65,807
120,살구차,"[{""efficacy_id"": ""AACU""}, {""efficacy_id"": ""AAAE""}, {""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AAAU""}, {""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AABG""}]","거담 작용, 천식, 감기 예방, 두통, 변비 개선, 장 운동, 빈혈 예방",3.1,633
121,아욱차,"[{""efficacy_id"": ""AAAD""}, {""efficacy_id"": ""AACK""}]","강심 작용, 이뇨 작용",4.29,1058
122,으름덩굴차,"[{""efficacy_id"": ""AACK""}, {""efficacy_id"": ""AADM""}, {""efficacy_id"": ""AADO""}, {""efficacy_id"": ""AACS""}, {""efficacy_id"": ""AAAM""}]","이뇨 작용, 기억력 상승, 항염 작용, 진통, 해독 작용",3.23,1089
